id,scenario,wrongness,typicality,scenario_3,scenario_7
2,clif_harm_e_03_1,4,2,clif,clif_harm
2,clif_harm_e_04_1,3,1,clif,clif_harm
2,clif_harm_e_05_1,3,2,clif,clif_harm
2,clif_harm_e_06_1,3,1,clif,clif_harm
2,clif_harm_e_07_1,5,2,clif,clif_harm
2,clif_harm_e_08_1,3,2,clif,clif_harm
2,clif_harm_e_09_1,2,5,clif,clif_harm
2,clif_harm_e_10_1,3,1,clif,clif_harm
2,clif_harm_e_11_1,2,1,clif,clif_harm
2,clif_harm_e_12_1,2,2,clif,clif_harm
2,clif_harm_e_13_1,1,3,clif,clif_harm
2,clif_harm_e_14_1,2,4,clif,clif_harm
2,clif_harm_e_15_1,2,1,clif,clif_harm
2,clif_harm_e_16_1,3,2,clif,clif_harm
2,clif_harm_ph_01_1,4,3,clif,clif_harm
2,clif_harm_ph_02_1,3,1,clif,clif_harm
2,clif_harm_ph_03_1,5,1,clif,clif_harm
2,clif_fair_02_1,3,1,clif,clif_fair
2,clif_fair_03_1,2,0,clif,clif_fair
2,clif_fair_04_1,1,5,clif,clif_fair
2,clif_fair_05_1,3,2,clif,clif_fair
2,clif_fair_06_1,4,2,clif,clif_fair
2,clif_fair_07_1,4,1,clif,clif_fair
2,clif_fair_08_1,2,3,clif,clif_fair
2,clif_fair_09_1,1,3,clif,clif_fair
2,clif_fair_10_1,1,2,clif,clif_fair
2,clif_fair_11_1,3,1,clif,clif_fair
2,clif_fair_12_1,4,1,clif,clif_fair
2,clif_pure_1_1,5,0,clif,clif_pure
2,clif_pure_02_1,3,1,clif,clif_pure
2,clif_pure_03_1,5,0,clif,clif_pure
2,clif_pure_04_1,5,0,clif,clif_pure
2,clif_pure_05_1,2,0,clif,clif_pure
2,clif_pure_06_1,5,0,clif,clif_pure
2,clif_pure_07_1,3,0,clif,clif_pure
2,clif_pure_08_1,3,0,clif,clif_pure
2,clif_pure_09_1,5,0,clif,clif_pure
2,clif_pure_10_1,1,0,clif,clif_pure
2,emt_14_1,1,5,emt,emt
2,emt_15_1,2,3,emt,emt
2,emt_12_1,1,4,emt,emt
2,emt_13_1,1,2,emt,emt
2,emt_11_1,2,3,emt,emt
2,emt_10_1,1,2,emt,emt
2,emt_09_1,2,5,emt,emt
2,emt_08_1,2,4,emt,emt
2,emt_07_1,1,3,emt,emt
2,emt_06_1,2,1,emt,emt
2,emt_05_1,1,5,emt,emt
2,emt_04_1,5,2,emt,emt
2,emt_03_1,3,4,emt,emt
2,emt_02_1,2,5,emt,emt
2,emt_01_1,4,0,emt,emt
2,graham_pure_05_1,2,0,graham,graham_pure
2,graham_pure_04_1,0,0,graham,graham_pure
2,graham_pure_03_1,0,0,graham,graham_pure
2,graham_pure_02_1,3,0,graham,graham_pure
2,graham_pure_01_1,3,0,graham,graham_pure
2,graham_fair_05_1,5,0,graham,graham_fair
2,graham_fair_04_1,4,0,graham,graham_fair
2,graham_fair_03_1,2,1,graham,graham_fair
2,graham_fair_02_1,4,0,graham,graham_fair
2,graham_fair_01_1,4,1,graham,graham_fair
2,graham_harm_05_1,3,1,graham,graham_harm
2,graham_harm_04_1,1,3,graham,graham_harm
2,graham_harm_03_1,3,5,graham,graham_harm
2,graham_harm_02_1,4,0,graham,graham_harm
2,graham_harm_01_1,4,1,graham,graham_harm
3,clif_harm_e_01_1,5,0,clif,clif_harm
3,clif_harm_e_02_1,4,2,clif,clif_harm
3,clif_harm_e_03_1,4,1,clif,clif_harm
3,clif_harm_e_04_1,2,4,clif,clif_harm
3,clif_harm_e_05_1,3,2,clif,clif_harm
3,clif_harm_e_06_1,4,0,clif,clif_harm
3,clif_harm_e_07_1,4,1,clif,clif_harm
3,clif_harm_e_08_1,2,3,clif,clif_harm
3,clif_harm_e_09_1,4,2,clif,clif_harm
3,clif_harm_e_10_1,2,4,clif,clif_harm
3,clif_harm_e_11_1,4,2,clif,clif_harm
3,clif_harm_e_12_1,0,2,clif,clif_harm
3,clif_harm_e_13_1,4,2,clif,clif_harm
3,clif_harm_e_14_1,1,4,clif,clif_harm
3,clif_harm_e_15_1,4,2,clif,clif_harm
3,clif_harm_e_16_1,5,2,clif,clif_harm
3,clif_harm_ph_01_1,5,0,clif,clif_harm
3,clif_harm_ph_02_1,5,1,clif,clif_harm
3,clif_harm_ph_03_1,5,3,clif,clif_harm
3,clif_fair_02_1,4,2,clif,clif_fair
3,clif_fair_03_1,3,1,clif,clif_fair
3,clif_fair_04_1,4,4,clif,clif_fair
3,clif_fair_05_1,5,0,clif,clif_fair
3,clif_fair_06_1,5,1,clif,clif_fair
3,clif_fair_07_1,3,1,clif,clif_fair
3,clif_fair_08_1,4,0,clif,clif_fair
3,clif_fair_09_1,3,4,clif,clif_fair
3,clif_fair_10_1,3,1,clif,clif_fair
3,clif_fair_11_1,5,4,clif,clif_fair
3,clif_fair_12_1,5,5,clif,clif_fair
3,clif_pure_1_1,5,0,clif,clif_pure
3,clif_pure_02_1,5,0,clif,clif_pure
3,clif_pure_03_1,5,0,clif,clif_pure
3,clif_pure_04_1,5,0,clif,clif_pure
3,clif_pure_05_1,3,2,clif,clif_pure
3,clif_pure_06_1,5,0,clif,clif_pure
3,clif_pure_07_1,5,0,clif,clif_pure
3,clif_pure_08_1,4,2,clif,clif_pure
3,clif_pure_09_1,5,0,clif,clif_pure
3,clif_pure_10_1,5,0,clif,clif_pure
3,emt_14_1,3,5,emt,emt
3,emt_15_1,3,2,emt,emt
3,emt_12_1,2,2,emt,emt
3,emt_13_1,5,0,emt,emt
3,emt_11_1,3,3,emt,emt
3,emt_10_1,3,4,emt,emt
3,emt_09_1,4,4,emt,emt
3,emt_08_1,5,3,emt,emt
3,emt_07_1,3,2,emt,emt
3,emt_06_1,1,3,emt,emt
3,emt_05_1,3,4,emt,emt
3,emt_04_1,5,0,emt,emt
3,emt_03_1,5,1,emt,emt
3,emt_02_1,5,2,emt,emt
3,emt_01_1,4,0,emt,emt
3,graham_pure_05_1,4,0,graham,graham_pure
3,graham_pure_04_1,1,0,graham,graham_pure
3,graham_pure_03_1,1,0,graham,graham_pure
3,graham_pure_02_1,5,0,graham,graham_pure
3,graham_pure_01_1,5,3,graham,graham_pure
3,graham_fair_05_1,5,1,graham,graham_fair
3,graham_fair_04_1,5,0,graham,graham_fair
3,graham_fair_03_1,4,3,graham,graham_fair
3,graham_fair_02_1,5,2,graham,graham_fair
3,graham_fair_01_1,4,5,graham,graham_fair
3,graham_harm_05_1,5,0,graham,graham_harm
3,graham_harm_04_1,0,4,graham,graham_harm
3,graham_harm_03_1,5,5,graham,graham_harm
3,graham_harm_02_1,5,1,graham,graham_harm
3,graham_harm_01_1,5,1,graham,graham_harm
4,clif_harm_e_01_1,4,3,clif,clif_harm
4,clif_harm_e_02_1,3,4,clif,clif_harm
4,clif_harm_e_03_1,5,4,clif,clif_harm
4,clif_harm_e_04_1,4,2,clif,clif_harm
4,clif_harm_e_05_1,4,3,clif,clif_harm
4,clif_harm_e_06_1,3,1,clif,clif_harm
4,clif_harm_e_07_1,4,3,clif,clif_harm
4,clif_harm_e_08_1,4,1,clif,clif_harm
4,clif_harm_e_09_1,2,3,clif,clif_harm
4,clif_harm_e_10_1,3,4,clif,clif_harm
4,clif_harm_e_11_1,4,4,clif,clif_harm
4,clif_harm_e_12_1,2,2,clif,clif_harm
4,clif_harm_e_13_1,2,3,clif,clif_harm
4,clif_harm_e_14_1,3,2,clif,clif_harm
4,clif_harm_e_15_1,4,4,clif,clif_harm
4,clif_harm_e_16_1,4,5,clif,clif_harm
4,clif_harm_ph_01_1,4,2,clif,clif_harm
4,clif_harm_ph_02_1,1,2,clif,clif_harm
4,clif_harm_ph_03_1,1,3,clif,clif_harm
4,clif_fair_02_1,4,1,clif,clif_fair
4,clif_fair_03_1,1,3,clif,clif_fair
4,clif_fair_04_1,1,5,clif,clif_fair
4,clif_fair_05_1,2,4,clif,clif_fair
4,clif_fair_06_1,4,5,clif,clif_fair
4,clif_fair_07_1,3,1,clif,clif_fair
4,clif_fair_08_1,3,3,clif,clif_fair
4,clif_fair_09_1,2,4,clif,clif_fair
4,clif_fair_10_1,2,4,clif,clif_fair
4,clif_fair_11_1,5,5,clif,clif_fair
4,clif_fair_12_1,5,3,clif,clif_fair
4,clif_pure_1_1,5,0,clif,clif_pure
4,clif_pure_02_1,3,1,clif,clif_pure
4,clif_pure_03_1,4,1,clif,clif_pure
4,clif_pure_04_1,5,0,clif,clif_pure
4,clif_pure_05_1,1,2,clif,clif_pure
4,clif_pure_06_1,5,1,clif,clif_pure
4,clif_pure_07_1,5,0,clif,clif_pure
4,clif_pure_08_1,4,0,clif,clif_pure
4,clif_pure_09_1,2,2,clif,clif_pure
4,clif_pure_10_1,2,1,clif,clif_pure
4,emt_14_1,3,5,emt,emt
4,emt_15_1,3,4,emt,emt
4,emt_12_1,2,3,emt,emt
4,emt_13_1,3,4,emt,emt
4,emt_11_1,3,5,emt,emt
4,emt_10_1,3,4,emt,emt
4,emt_09_1,2,4,emt,emt
4,emt_08_1,3,5,emt,emt
4,emt_07_1,3,4,emt,emt
4,emt_06_1,3,4,emt,emt
4,emt_05_1,3,5,emt,emt
4,emt_04_1,3,2,emt,emt
4,emt_03_1,2,4,emt,emt
4,emt_02_1,3,5,emt,emt
4,emt_01_1,3,3,emt,emt
4,graham_pure_05_1,2,0,graham,graham_pure
4,graham_pure_04_1,0,1,graham,graham_pure
4,graham_pure_03_1,4,4,graham,graham_pure
4,graham_pure_02_1,5,0,graham,graham_pure
4,graham_pure_01_1,4,1,graham,graham_pure
4,graham_fair_05_1,5,3,graham,graham_fair
4,graham_fair_04_1,5,3,graham,graham_fair
4,graham_fair_03_1,3,3,graham,graham_fair
4,graham_fair_02_1,4,2,graham,graham_fair
4,graham_fair_01_1,3,2,graham,graham_fair
4,graham_harm_05_1,3,2,graham,graham_harm
4,graham_harm_04_1,1,1,graham,graham_harm
4,graham_harm_03_1,5,5,graham,graham_harm
4,graham_harm_02_1,3,1,graham,graham_harm
4,graham_harm_01_1,5,1,graham,graham_harm
5,clif_harm_e_01_1,4,1,clif,clif_harm
5,clif_harm_e_02_1,3,2,clif,clif_harm
5,clif_harm_e_03_1,4,1,clif,clif_harm
5,clif_harm_e_04_1,3,2,clif,clif_harm
5,clif_harm_e_05_1,2,1,clif,clif_harm
5,clif_harm_e_06_1,3,2,clif,clif_harm
5,clif_harm_e_07_1,4,2,clif,clif_harm
5,clif_harm_e_08_1,5,2,clif,clif_harm
5,clif_harm_e_09_1,2,2,clif,clif_harm
5,clif_harm_e_10_1,2,3,clif,clif_harm
5,clif_harm_e_11_1,3,2,clif,clif_harm
5,clif_harm_e_12_1,3,1,clif,clif_harm
5,clif_harm_e_13_1,2,2,clif,clif_harm
5,clif_harm_e_14_1,2,1,clif,clif_harm
5,clif_harm_e_15_1,3,2,clif,clif_harm
5,clif_harm_e_16_1,3,1,clif,clif_harm
5,clif_harm_ph_01_1,4,2,clif,clif_harm
5,clif_harm_ph_02_1,2,1,clif,clif_harm
5,clif_harm_ph_03_1,3,1,clif,clif_harm
5,clif_fair_02_1,4,1,clif,clif_fair
5,clif_fair_03_1,2,1,clif,clif_fair
5,clif_fair_04_1,2,1,clif,clif_fair
5,clif_fair_05_1,3,1,clif,clif_fair
5,clif_fair_06_1,4,2,clif,clif_fair
5,clif_fair_07_1,4,1,clif,clif_fair
5,clif_fair_08_1,3,1,clif,clif_fair
5,clif_fair_09_1,2,3,clif,clif_fair
5,clif_fair_10_1,4,2,clif,clif_fair
5,clif_fair_11_1,4,3,clif,clif_fair
5,clif_fair_12_1,4,1,clif,clif_fair
5,clif_pure_1_1,5,0,clif,clif_pure
5,clif_pure_02_1,4,2,clif,clif_pure
5,clif_pure_03_1,5,0,clif,clif_pure
5,clif_pure_04_1,5,0,clif,clif_pure
5,clif_pure_05_1,4,1,clif,clif_pure
5,clif_pure_06_1,4,0,clif,clif_pure
5,clif_pure_07_1,4,0,clif,clif_pure
5,clif_pure_08_1,4,1,clif,clif_pure
5,clif_pure_09_1,4,1,clif,clif_pure
5,clif_pure_10_1,4,0,clif,clif_pure
5,emt_14_1,2,1,emt,emt
5,emt_15_1,3,3,emt,emt
5,emt_12_1,2,1,emt,emt
5,emt_13_1,3,2,emt,emt
5,emt_11_1,3,2,emt,emt
5,emt_10_1,2,1,emt,emt
5,emt_09_1,2,1,emt,emt
5,emt_08_1,3,1,emt,emt
5,emt_07_1,3,1,emt,emt
5,emt_06_1,3,1,emt,emt
5,emt_05_1,2,2,emt,emt
5,emt_04_1,5,1,emt,emt
5,emt_03_1,3,2,emt,emt
5,emt_02_1,3,2,emt,emt
5,emt_01_1,4,1,emt,emt
5,graham_pure_05_1,4,0,graham,graham_pure
5,graham_pure_04_1,1,0,graham,graham_pure
5,graham_pure_03_1,2,0,graham,graham_pure
5,graham_pure_02_1,3,1,graham,graham_pure
5,graham_pure_01_1,5,1,graham,graham_pure
5,graham_fair_05_1,5,2,graham,graham_fair
5,graham_fair_04_1,4,1,graham,graham_fair
5,graham_fair_03_1,3,1,graham,graham_fair
5,graham_fair_02_1,4,1,graham,graham_fair
5,graham_fair_01_1,4,1,graham,graham_fair
5,graham_harm_05_1,3,1,graham,graham_harm
5,graham_harm_04_1,3,2,graham,graham_harm
5,graham_harm_03_1,3,2,graham,graham_harm
5,graham_harm_02_1,3,1,graham,graham_harm
5,graham_harm_01_1,4,1,graham,graham_harm
6,clif_harm_e_01_1,3,0,clif,clif_harm
6,clif_harm_e_02_1,3,1,clif,clif_harm
6,clif_harm_e_03_1,3,0,clif,clif_harm
6,clif_harm_e_04_1,3,1,clif,clif_harm
6,clif_harm_e_05_1,4,1,clif,clif_harm
6,clif_harm_e_06_1,4,1,clif,clif_harm
6,clif_harm_e_07_1,4,0,clif,clif_harm
6,clif_harm_e_08_1,4,1,clif,clif_harm
6,clif_harm_e_09_1,2,1,clif,clif_harm
6,clif_harm_e_10_1,3,1,clif,clif_harm
6,clif_harm_e_11_1,4,1,clif,clif_harm
6,clif_harm_e_12_1,3,1,clif,clif_harm
6,clif_harm_e_13_1,2,2,clif,clif_harm
6,clif_harm_e_14_1,3,0,clif,clif_harm
6,clif_harm_e_15_1,3,1,clif,clif_harm
6,clif_harm_e_16_1,4,1,clif,clif_harm
6,clif_harm_ph_01_1,3,0,clif,clif_harm
6,clif_harm_ph_02_1,3,0,clif,clif_harm
6,clif_harm_ph_03_1,3,2,clif,clif_harm
6,clif_fair_02_1,3,0,clif,clif_fair
6,clif_fair_03_1,3,0,clif,clif_fair
6,clif_fair_04_1,2,0,clif,clif_fair
6,clif_fair_05_1,3,0,clif,clif_fair
6,clif_fair_06_1,3,2,clif,clif_fair
6,clif_fair_07_1,4,0,clif,clif_fair
6,clif_fair_08_1,3,2,clif,clif_fair
6,clif_fair_09_1,2,2,clif,clif_fair
6,clif_fair_10_1,3,2,clif,clif_fair
6,clif_fair_11_1,4,1,clif,clif_fair
6,clif_fair_12_1,3,2,clif,clif_fair
6,clif_pure_1_1,5,0,clif,clif_pure
6,clif_pure_02_1,4,1,clif,clif_pure
6,clif_pure_03_1,5,0,clif,clif_pure
6,clif_pure_04_1,5,0,clif,clif_pure
6,clif_pure_05_1,4,0,clif,clif_pure
6,clif_pure_06_1,4,0,clif,clif_pure
6,clif_pure_07_1,4,0,clif,clif_pure
6,clif_pure_08_1,4,0,clif,clif_pure
6,clif_pure_09_1,4,0,clif,clif_pure
6,clif_pure_10_1,4,0,clif,clif_pure
6,emt_14_1,1,4,emt,emt
6,emt_15_1,3,0,emt,emt
6,emt_12_1,3,1,emt,emt
6,emt_13_1,3,1,emt,emt
6,emt_11_1,2,2,emt,emt
6,emt_10_1,1,3,emt,emt
6,emt_09_1,2,2,emt,emt
6,emt_08_1,3,3,emt,emt
6,emt_07_1,3,1,emt,emt
6,emt_06_1,1,1,emt,emt
6,emt_05_1,1,4,emt,emt
6,emt_04_1,4,0,emt,emt
6,emt_03_1,1,3,emt,emt
6,emt_02_1,3,4,emt,emt
6,emt_01_1,3,1,emt,emt
6,graham_pure_05_1,2,0,graham,graham_pure
6,graham_pure_04_1,0,2,graham,graham_pure
6,graham_pure_03_1,1,0,graham,graham_pure
6,graham_pure_02_1,2,1,graham,graham_pure
6,graham_pure_01_1,3,1,graham,graham_pure
6,graham_fair_05_1,4,0,graham,graham_fair
6,graham_fair_04_1,4,1,graham,graham_fair
6,graham_fair_03_1,3,0,graham,graham_fair
6,graham_fair_02_1,4,1,graham,graham_fair
6,graham_fair_01_1,3,0,graham,graham_fair
6,graham_harm_05_1,3,0,graham,graham_harm
6,graham_harm_04_1,1,2,graham,graham_harm
6,graham_harm_03_1,4,2,graham,graham_harm
6,graham_harm_02_1,4,0,graham,graham_harm
6,graham_harm_01_1,5,0,graham,graham_harm
7,clif_harm_e_01_1,4,0,clif,clif_harm
7,clif_harm_e_02_1,3,1,clif,clif_harm
7,clif_harm_e_03_1,5,4,clif,clif_harm
7,clif_harm_e_04_1,4,2,clif,clif_harm
7,clif_harm_e_05_1,3,1,clif,clif_harm
7,clif_harm_e_06_1,5,3,clif,clif_harm
7,clif_harm_e_07_1,5,2,clif,clif_harm
7,clif_harm_e_08_1,5,4,clif,clif_harm
7,clif_harm_e_09_1,4,3,clif,clif_harm
7,clif_harm_e_10_1,3,1,clif,clif_harm
7,clif_harm_e_11_1,3,1,clif,clif_harm
7,clif_harm_e_12_1,3,4,clif,clif_harm
7,clif_harm_e_13_1,3,1,clif,clif_harm
7,clif_harm_e_14_1,2,3,clif,clif_harm
7,clif_harm_e_15_1,4,2,clif,clif_harm
7,clif_harm_e_16_1,4,1,clif,clif_harm
7,clif_harm_ph_01_1,4,2,clif,clif_harm
7,clif_harm_ph_02_1,5,1,clif,clif_harm
7,clif_harm_ph_03_1,5,0,clif,clif_harm
7,clif_fair_02_1,3,2,clif,clif_fair
7,clif_fair_03_1,4,1,clif,clif_fair
7,clif_fair_04_1,3,1,clif,clif_fair
7,clif_fair_05_1,3,2,clif,clif_fair
7,clif_fair_06_1,4,2,clif,clif_fair
7,clif_fair_07_1,3,1,clif,clif_fair
7,clif_fair_08_1,5,2,clif,clif_fair
7,clif_fair_09_1,3,4,clif,clif_fair
7,clif_fair_10_1,3,1,clif,clif_fair
7,clif_fair_11_1,5,2,clif,clif_fair
7,clif_fair_12_1,3,2,clif,clif_fair
7,clif_pure_1_1,5,0,clif,clif_pure
7,clif_pure_02_1,4,0,clif,clif_pure
7,clif_pure_03_1,5,0,clif,clif_pure
7,clif_pure_04_1,5,1,clif,clif_pure
7,clif_pure_05_1,5,1,clif,clif_pure
7,clif_pure_06_1,4,0,clif,clif_pure
7,clif_pure_07_1,5,0,clif,clif_pure
7,clif_pure_08_1,4,2,clif,clif_pure
7,clif_pure_09_1,5,1,clif,clif_pure
7,clif_pure_10_1,5,1,clif,clif_pure
7,emt_14_1,3,3,emt,emt
7,emt_15_1,3,2,emt,emt
7,emt_12_1,4,2,emt,emt
7,emt_13_1,4,1,emt,emt
7,emt_11_1,3,0,emt,emt
7,emt_10_1,2,3,emt,emt
7,emt_09_1,4,2,emt,emt
7,emt_08_1,4,4,emt,emt
7,emt_07_1,3,1,emt,emt
7,emt_06_1,4,2,emt,emt
7,emt_05_1,2,4,emt,emt
7,emt_04_1,5,2,emt,emt
7,emt_03_1,3,2,emt,emt
7,emt_02_1,4,3,emt,emt
7,emt_01_1,4,3,emt,emt
7,graham_pure_05_1,4,1,graham,graham_pure
7,graham_pure_04_1,0,1,graham,graham_pure
7,graham_pure_03_1,3,0,graham,graham_pure
7,graham_pure_02_1,5,1,graham,graham_pure
7,graham_pure_01_1,2,1,graham,graham_pure
7,graham_fair_05_1,5,3,graham,graham_fair
7,graham_fair_04_1,4,1,graham,graham_fair
7,graham_fair_03_1,3,1,graham,graham_fair
7,graham_fair_02_1,5,1,graham,graham_fair
7,graham_fair_01_1,4,0,graham,graham_fair
7,graham_harm_05_1,5,1,graham,graham_harm
7,graham_harm_04_1,2,4,graham,graham_harm
7,graham_harm_03_1,5,4,graham,graham_harm
7,graham_harm_02_1,5,3,graham,graham_harm
7,graham_harm_01_1,5,1,graham,graham_harm
8,clif_harm_e_01_1,4,1,clif,clif_harm
8,clif_harm_e_02_1,2,1,clif,clif_harm
8,clif_harm_e_03_1,4,1,clif,clif_harm
8,clif_harm_e_04_1,4,1,clif,clif_harm
8,clif_harm_e_05_1,4,2,clif,clif_harm
8,clif_harm_e_06_1,3,1,clif,clif_harm
8,clif_harm_e_07_1,4,1,clif,clif_harm
8,clif_harm_e_08_1,4,1,clif,clif_harm
8,clif_harm_e_09_1,4,2,clif,clif_harm
8,clif_harm_e_10_1,4,1,clif,clif_harm
8,clif_harm_e_11_1,3,1,clif,clif_harm
8,clif_harm_e_12_1,3,1,clif,clif_harm
8,clif_harm_e_13_1,3,1,clif,clif_harm
8,clif_harm_e_14_1,2,1,clif,clif_harm
8,clif_harm_e_15_1,3,2,clif,clif_harm
8,clif_harm_e_16_1,4,1,clif,clif_harm
8,clif_harm_ph_01_1,3,1,clif,clif_harm
8,clif_harm_ph_02_1,3,2,clif,clif_harm
8,clif_harm_ph_03_1,2,2,clif,clif_harm
8,clif_fair_02_1,4,1,clif,clif_fair
8,clif_fair_03_1,3,1,clif,clif_fair
8,clif_fair_04_1,3,1,clif,clif_fair
8,clif_fair_05_1,3,2,clif,clif_fair
8,clif_fair_06_1,4,2,clif,clif_fair
8,clif_fair_07_1,5,0,clif,clif_fair
8,clif_fair_08_1,4,3,clif,clif_fair
8,clif_fair_09_1,4,2,clif,clif_fair
8,clif_fair_10_1,4,1,clif,clif_fair
8,clif_fair_11_1,5,2,clif,clif_fair
8,clif_fair_12_1,5,1,clif,clif_fair
8,clif_pure_1_1,5,0,clif,clif_pure
8,clif_pure_02_1,3,0,clif,clif_pure
8,clif_pure_03_1,4,1,clif,clif_pure
8,clif_pure_04_1,5,0,clif,clif_pure
8,clif_pure_05_1,3,0,clif,clif_pure
8,clif_pure_07_1,5,0,clif,clif_pure
8,clif_pure_08_1,5,0,clif,clif_pure
8,clif_pure_09_1,4,0,clif,clif_pure
8,clif_pure_10_1,4,0,clif,clif_pure
8,emt_14_1,4,5,emt,emt
8,emt_15_1,3,4,emt,emt
8,emt_12_1,3,1,emt,emt
8,emt_13_1,3,2,emt,emt
8,emt_11_1,3,1,emt,emt
8,emt_10_1,3,4,emt,emt
8,emt_09_1,3,4,emt,emt
8,emt_08_1,4,5,emt,emt
8,emt_07_1,3,1,emt,emt
8,emt_06_1,4,2,emt,emt
8,emt_05_1,5,4,emt,emt
8,emt_04_1,4,1,emt,emt
8,emt_03_1,4,2,emt,emt
8,emt_02_1,4,2,emt,emt
8,emt_01_1,4,2,emt,emt
8,graham_pure_05_1,3,0,graham,graham_pure
8,graham_pure_04_1,2,1,graham,graham_pure
8,graham_pure_03_1,1,0,graham,graham_pure
8,graham_pure_02_1,4,0,graham,graham_pure
8,graham_pure_01_1,4,1,graham,graham_pure
8,graham_fair_05_1,5,1,graham,graham_fair
8,graham_fair_04_1,5,2,graham,graham_fair
8,graham_fair_03_1,3,1,graham,graham_fair
8,graham_fair_02_1,5,2,graham,graham_fair
8,graham_fair_01_1,4,1,graham,graham_fair
8,graham_harm_05_1,5,1,graham,graham_harm
8,graham_harm_04_1,1,1,graham,graham_harm
8,graham_harm_03_1,4,2,graham,graham_harm
8,graham_harm_02_1,5,0,graham,graham_harm
8,graham_harm_01_1,5,1,graham,graham_harm
9,clif_harm_e_01_1,5,2,clif,clif_harm
9,clif_harm_e_02_1,3,2,clif,clif_harm
9,clif_harm_e_03_1,4,2,clif,clif_harm
9,clif_harm_e_04_1,3,4,clif,clif_harm
9,clif_harm_e_05_1,3,1,clif,clif_harm
9,clif_harm_e_06_1,3,2,clif,clif_harm
9,clif_harm_e_07_1,5,1,clif,clif_harm
9,clif_harm_e_08_1,3,2,clif,clif_harm
9,clif_harm_e_10_1,4,2,clif,clif_harm
9,clif_harm_e_11_1,3,1,clif,clif_harm
9,clif_harm_e_12_1,3,2,clif,clif_harm
9,clif_harm_e_13_1,2,3,clif,clif_harm
9,clif_harm_e_14_1,2,2,clif,clif_harm
